날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2025-03-06,754.2,721.1,691.8,675.4,673.6,695.6,744.9,789.1,824.4,778.8,743.8,672.7,627.1,626,647,664.6,718.2,776.7,875.2,924.3,912,891.9,875.5,853.8
2025-03-07,812.4,770.2,745.2,732.1,734.8,755.5,799.1,819.1,762.1,726.3,716.9,682.6,644.7,643.4,677.4,705.5,745.9,795.2,842.3,868.2,846.6,817.7,807.7,788.2
2025-03-08,740.7,706.6,677.9,665.1,667,686.9,709.7,733,757.3,724.7,653.1,659.9,695,714.2,719.7,720.2,741.8,774.3,818.7,856.7,847.7,834.8,826.2,806.6
2025-03-09,753.6,725.3,709.5,700.1,699,718.9,736.5,719.1,626.7,577.3,552.5,534.4,516.2,514.1,518.9,551.8,612.3,681.6,781.1,845.1,848.9,829.2,818.6,798.5
2025-03-10,751.9,718.4,698,688.5,693.2,712.3,745.7,767.3,768.6,778.6,755.5,779.9,757.1,752.4,755.9,762.9,803.1,828.4,844.8,854.3,832,796.5,768.8,742.5
2025-03-11,694.6,660.2,638.5,626.4,625.3,645,680.6,725.3,744.9,750.9,729.5,679,670,649,613.2,626.4,670.7,718,773.2,826.5,818.5,793.3,779.5,756.6
2025-03-12,715.3,688.4,651.6,627.4,631,673.8,716.5,725.5,722.6,738.7,732.7,738.8,729.3,720.9,713.4,726.4,742.5,747.9,788.1,809.9,798.7,774.5,754.8,738.8
2025-03-13,689.6,655.5,632.2,618,617.9,638.2,677.6,729.2,773.4,766,748.9,734.9,676.5,619.7,653,677.8,673.9,719.8,782.2,814.5,801.3,784.2,774.3,755.7
2025-03-14,709.7,663,640.1,621.9,625.4,641.9,677.2,721.2,751,729.5,714.1,621.6,564.1,575.8,608.1,652.2,671.2,698,754.6,782.5,771.7,752.7,738.7,725.2
2025-03-15,686.5,652,631.8,630.7,638.3,654.4,678.4,708,766.2,799.8,777.2,767.9,760.3,779.4,772.7,761.8,803.1,831.6,837.8,838.5,818.2,794.1,777.3,760.9
2025-03-16,709.9,675.6,650.8,647.9,652.8,661.9,689.3,667.9,614.1,610.7,631.3,663.2,685.7,686,712.7,718.6,687.4,771.5,879,906.6,895.4,871.4,863.1,843.6
2025-03-17,796,764.8,743.6,730.3,731.8,750.2,793.8,821.3,809.4,762.8,738.1,697.8,655.2,664.5,674.7,683.8,718.2,772.2,874.3,944.3,941.2,922.8,908.8,876.7
2025-03-18,817.9,773.7,721.4,699.4,705.5,724.5,777.8,800.7,765.8,760.7,769.1,737.8,762.1,748.4,758.6,762.5,818.6,902.5,948.1,963.2,943.9,914.7,896.8,871.4
2025-03-19,820.5,782.5,760.3,739.3,738.7,765.6,802.8,821.3,786.2,794.4,781.1,766.5,707.7,680,663.7,668.7,709.8,773.2,883.2,948.3,937.3,913.3,896.7,877.7
2025-03-20,829.5,796.2,776.1,762.4,763.6,782.5,812.2,794.5,724.2,705.8,696,637.4,609.9,612.5,618.6,632.2,673.6,730.5,806.5,866.9,863,845.1,829.3,806.9
2025-03-21,753.6,711.6,688.9,677,680,695.4,729.7,728.5,684.4,660.5,627.9,593.9,566.7,573.6,576.9,594.8,638.2,693.4,755.1,806.3,805,791.6,784.4,761.6
2025-03-22,713.2,680.8,662,651.7,651.9,670.1,690.3,655.1,582.6,560.9,537.3,514.2,497.1,498.7,504.3,531.5,577.9,645.7,712.1,764.8,771.9,760.5,747.4,722.5
2025-03-23,679.4,647.8,631.3,626.4,630.6,644,663.4,614.4,547,522.9,504.6,483.1,476.1,483.1,503.3,540.5,578.1,643.6,700.2,741.8,747.9,726.9,707.3,680.5
2025-03-24,636.3,604.9,583.7,569.4,576.2,592.4,624.3,640.4,617,599.5,587.1,560.5,537.9,551.4,565.4,588.8,630.8,680.3,727.7,764.8,759.7,739.2,721.6,695
2025-03-25,654,622.2,608.7,601.5,605.3,625.5,660.4,656.1,622.3,603.3,584.2,561.9,542.4,554,572.5,592.2,631.5,681.4,726.2,768.8,764.1,745.2,727.5,694.4
2025-03-26,659.2,629,612.4,604.6,607.8,628.8,662.3,657.5,628,604.6,579.4,550.7,532.8,555.1,563.1,590.7,635.1,686.8,723.1,744.9,730,707.2,683.8,652.2
2025-03-27,609,572.7,554.6,546.8,546.6,558.7,597.8,630.5,653,675.2,662,709.2,730,706.6,728.2,734.3,743.8,761.2,776.4,794.6,787.2,765.2,747.5,726.8
2025-03-28,684.5,648,609.8,610.1,625.4,651.9,702.3,757.5,794.9,716.7,659.2,626.2,579.9,618.5,642.8,650.4,695,779.5,836.4,856.6,839.7,819.8,800.8,780.3
2025-03-29,734,700.6,680.5,683.8,692.8,709.8,721.7,695.2,637.3,597.7,567,600.8,616.8,609.3,606.7,645.2,703.3,784.3,835.9,865.3,855.8,847,835.8,818.8
2025-03-30,773.5,737.6,718,713.7,724,750.8,767.1,691.2,574,544.1,539.6,514.2,536.3,552.3,544.5,558,614.2,698.3,800.6,855.4,859.3,848.6,843.2,831.5
2025-03-31,792.2,760.8,740.5,729,725.8,744,771,762.9,670,648.1,626.3,599,607.1,580.6,589.5,632.2,687.2,729.8,809,864.7,860.5,841,824.4,799.5
2025-04-01,751.9,718.8,699.9,689.2,691.1,709.6,737.7,741.7,728.2,696.8,630.5,580.5,563.7,595.4,583.9,623.6,638.4,693.2,772,858.8,865.2,848.9,830.8,806.7
2025-04-02,761,727.4,706.7,700.2,709.6,736.8,762.9,710.7,638,616.1,592.1,563.9,541.9,664.6,550.4,583.9,626.7,686.9,771.3,827.4,834.3,824.1,816.1,793.3
2025-04-03,749,716.8,694.1,678.5,684.8,700.2,728.1,711.9,658.2,639.3,619,584.5,572.7,599.9,613.5,638.7,673.5,716.8,790.8,857.3,854.3,825,808.9,788.5
2025-04-04,732.6,701.3,690.2,680.7,696.5,721.8,744.3,709,659.1,660.9,640.2,625,630.1,642.3,634.2,672.5,705.9,733.6,782.2,836.4,830.8,803.6,785.4,761.7
2025-04-05,711.5,677.6,655.9,640.7,635.2,653.2,664.6,663,624.9,607.2,597.2,630.7,660.2,655.1,654.6,589.7,610.8,654.8,719.1,794,805.9,793.9,790.9,778.6
2025-04-06,737.8,708.6,694.1,689.2,701.3,714.5,721.2,630.2,544.2,517.2,508.2,479.9,471.4,470.6,479.7,509,561.8,627,705.8,797.8,822.4,819.4,810,786.9
2025-04-07,745,715.9,700.9,694.4,697.3,718.7,742,675.6,616.2,598.3,574.4,557.6,529.7,545.6,563.4,589.4,629.4,673.2,733.6,794.9,797.1,777.2,758.7,733.6
2025-04-08,682.6,645,622.7,617.2,622.8,640.4,659.6,630.9,602.7,587.2,568.8,552.2,529,546,557.2,584.4,629.5,674.6,718.9,777.3,787.5,777.5,767.7,740.2
2025-04-09,701.9,673.7,662,646.1,648.1,669.7,698.7,657.8,611.6,595.8,572.7,562.7,566.4,575.5,611.5,630.7,665.6,715.7,741.4,770.1,757.5,725.9,712.6,683.4
2025-04-10,638.8,606.7,586.4,580.7,582.3,599.7,625.7,657.1,658.3,613.1,591,557.9,546.1,557.4,561.2,579.4,628.6,666.3,714.7,787.3,801.5,792.5,780.2,761
2025-04-11,718.6,684.5,666.5,656.1,662.3,685.1,699.9,644.1,601.8,587.9,566.6,544.3,530.2,544.9,562.7,580.4,628.9,676.5,716.9,771.2,773.3,762.4,745.6,730.1
2025-04-12,688.3,654.9,627,609.2,610.8,613,626.7,650.3,660.6,615.3,630.4,638.6,652.7,654.6,677.9,694.1,740.4,768.8,767.7,772.1,757.1,732.7,759.8,751.7
2025-04-13,709.9,679,674.5,668.3,673.8,688,684.8,605.1,530.3,527.4,541.7,558.2,505.1,528.7,532.1,535.9,569.2,633.3,734.2,823,840.1,826.4,797.7,773.5
2025-04-14,731.8,684.9,650.5,633.3,636,642.6,662,656.2,609.1,588.6,571.2,551.9,532.6,552.8,568.1,609,670.7,741.8,796.2,830.3,827.6,816.2,798,771.5
2025-04-15,731.5,704.5,681.7,674.9,676.2,694.7,712.6,668.2,627.7,599,573.3,549.1,526.6,538.4,552,575.6,617.5,672,733.4,814.6,828.5,813.4,800.5,772.7
2025-04-16,723,687,664.5,644.3,637.4,645.5,647.2,622.1,602.2,600.4,586.1,564.6,550.9,554.2,571.1,601.7,621.6,657.6,692.8,750.1,759.5,749.1,729.7,702.1
2025-04-17,662.4,625.8,597.6,578.8,576.2,585.4,608.7,629.7,636,633.3,632.5,616.9,599.2,616.4,629.9,649.7,683.5,729,746.2,765.6,751.9,725.3,709.2,690.8
2025-04-18,651.9,615.8,599,587.8,587.7,598.2,610.2,610.2,616.7,621.7,617.4,601.4,592.6,607.2,622,633,664.5,695.5,715.5,738.7,732.9,714.3,699.3,682.9
2025-04-19,637.6,597.1,576,568.8,568.9,576.3,582.9,569.3,559.7,576.4,581.7,565,555.5,572.8,598.1,640.5,681.5,716.4,708.2,731.5,717.9,695.8,680.9,656.9
2025-04-20,612.6,577.3,557.6,546.5,546.3,554.1,568.4,573.1,555,547.7,577.2,590.6,607.6,579.3,554,572.7,615.9,666.6,695.7,718,713.6,694.8,678.2,649.6
2025-04-21,604,575.7,558.3,550.3,555.8,570.5,595.2,632.2,658.6,642.4,628,617,603,619.5,627.7,650.7,675.8,699.7,726.9,754.2,746.5,717.6,695.9,657.4
2025-04-22,614.7,581.5,562.7,548.8,550.3,563.4,600.3,661.3,718.5,749.4,743,687.4,660,673.2,675.7,657.2,689.1,698.8,716.7,743.7,735.8,716.7,696.3,667.7
2025-04-23,623.7,591.9,571.4,561.3,569.6,583.5,600.7,623.1,646.9,665.2,654.2,614.7,582.3,596.9,584,632.2,658,683.4,705.3,756.2,764.5,743.6,734.5,709.6
2025-04-24,660.7,615.5,595.7,597.5,613.5,638.8,638.5,599.5,579.6,567,549.7,535.5,534.7,534.9,560.9,572.4,628.1,674.1,700.8,740.9,740.1,723.1,701.9,674
2025-04-25,634.9,600.1,587.1,584.5,595.1,606.5,626.9,606.3,618.4,618.6,603.2,593,534.9,529.7,521.5,546.7,591,640.6,701.6,779.2,795.5,785.2,773.6,749.1
2025-04-26,704.6,677.9,651.9,642.1,640.9,650.9,633.1,545.8,511.9,495,486.9,472.8,463.2,468.2,484.4,512.2,561,619.6,670.5,738.7,764.6,756.3,747.1,722.4
2025-04-27,686.2,657.6,635.9,616.9,615.6,630.1,619.9,536.3,502.8,482.9,479.5,473.6,475.7,524.7,588,614.1,634.2,684.4,710.1,735.6,729,706.3,686.8,652.8
2025-04-28,617,586.7,567.9,559.6,558.3,577,603.3,607.6,624.8,618.9,562.6,544.1,507,528.8,538.1,554.1,595.4,646,695.3,759,776.7,762.8,747,726.9
2025-04-29,684.8,656.2,640.2,635.4,638.2,654.6,650.5,588.3,568.3,553.3,537.4,516.8,510.5,519.1,534.5,539.7,600.7,652.9,696.7,767.5,791.1,784,768.3,738.1
2025-04-30,693.7,663.2,646.3,638.1,641.9,657,649.8,587.5,569.6,569.2,555.5,543.3,520.7,525.4,534.1,559.5,600.4,644.6,683.6,734,747.3,735.1,707.4,676.3
2025-05-01,629.7,597.3,573.8,565.1,561.5,572.9,566.8,552.6,551,578.8,636.6,669.4,692.7,686,735.3,761.2,769.3,771.5,757,754.4,741.2,717.9,711.1,693.3
2025-05-02,655.9,625.9,608.8,605.6,611,629.8,631.7,573.9,553.1,541.8,532.8,512.2,494.6,512.3,525,549.6,590.1,646.4,690.3,756,783.3,772.4,758.2,731.2
2025-05-03,684.9,632.5,599.4,581.4,584.6,587.1,580.9,553.2,550.2,542,592.9,595.9,593,606.5,590,624,601.9,621.4,662.7,728.2,754.6,754,738.7,716.9
2025-05-04,675.4,650.6,630.5,620.9,628.4,636.8,617,538,499.2,483.9,466,447.3,442.9,444.6,456.4,488.9,540.6,602.7,651.5,724.2,760.9,758.7,750.1,724.8
2025-05-05,683.7,657,639.4,628,628.4,631.5,598.3,541.6,566.3,568.5,557.8,581.1,622,625,630.7,658.5,667.5,708.1,730.1,748,755.4,726,700.1,665.9
2025-05-06,619.3,584.5,566.8,560.3,562.8,570.7,586.3,599.7,607.7,611.6,635,616.7,597.5,620.1,632.8,626.6,629.5,635.8,665.9,729.9,754,744.2,725.8,702.1
2025-05-07,659,630.8,616.3,610.4,612.3,626.4,619.6,578.2,573.3,564.2,544.8,529.6,510.9,528,551.4,577.4,622.6,663.4,695.2,741.2,766.8,757.1,744.3,718
2025-05-08,675.2,642.9,628.1,618.8,620.3,631.9,622.8,582.5,571.8,559.4,544.8,531.4,514.6,545.6,583,609.9,647.9,671.3,693.6,716.5,713.5,704.3,680.6,651.3
2025-05-09,605,570.5,544.1,543.3,552.9,557.8,592.3,650.5,698.9,719.7,738.8,731.8,724.1,726.7,719.2,711.7,718.5,725.7,723.5,745.8,746.2,730.2,714.5,693.3
2025-05-10,652.2,618.7,597.6,587.7,587.8,598.1,595.8,564.8,564,531.2,537.6,570,576,555.8,609.8,582.6,578.4,633.1,676.4,723.3,746.3,738.3,729.3,700.9
2025-05-11,655.3,624.7,602.6,586.6,576.1,582.3,589.3,582.5,597.3,605.8,543.3,488.5,514.2,504.2,500.5,517.4,555.4,603.3,656.8,708.7,733.7,730.4,716.2,690.4
2025-05-12,649.2,624.7,609.2,600.7,609.3,627.3,613.4,570.7,566.7,567.2,553.6,542.9,518.4,526.7,541.6,570,608.4,657.3,691.2,727.7,737.8,711.7,693.4,665
2025-05-13,617.3,583.3,566.5,564.5,580.1,603.8,596.4,564.5,570.5,567.3,557.8,548.1,535.7,544,563.5,591.8,627.1,665.3,698,726.6,738.5,726,712.4,682.6
2025-05-14,643.9,608.6,590.8,585.9,582.8,591.6,589.5,571.2,572.3,566.1,565.5,584.2,588.2,627.7,643.7,650.2,669.5,690.8,708.3,731.8,723.5,699.6,678,647.6
2025-05-15,602.6,569.3,544.2,534.6,535.8,544,571.1,609.9,637.9,673.1,697,703.9,692,685.1,685.8,695.4,702.6,720.6,727,747.7,740,712.5,685.1,651.9
2025-05-16,608.3,570.9,552.5,535.3,533.9,546.8,570.5,627.4,678,727.6,742.7,739.7,726.5,736.1,753.1,762.5,765.5,770.6,754,760.5,740.4,718.7,695.9,664.2
2025-05-17,617.9,592.5,577.2,559,564.2,573.4,561.6,545.2,552.9,539.7,533.4,544.1,520.4,511.1,541.2,606.3,613.6,649.1,674.3,705,708.1,696,678.3,651.1
2025-05-18,612.9,581.1,552.2,539.9,532.8,536.6,539.4,529.2,548.3,518.5,482.8,503.2,478,474.2,502.4,561.4,600.2,632.4,652.7,689.6,708.5,694.3,676.4,656.1
2025-05-19,615.3,588.5,575.6,569.7,562.7,564.9,565.1,568.5,576.8,564.5,555.6,541.2,534.2,557,569.5,602.6,651.2,672,689.7,719.7,714.4,689.2,666.4,630.5
2025-05-20,584.1,554.2,537.6,526.6,527.9,539.2,561.4,593,617.6,632.7,639.4,619.6,630.4,697.5,688.8,708.1,734.1,742.7,737,754.5,744.2,706.4,681.7,648.6
2025-05-21,602.3,568.8,544,532.3,533.4,541.8,567.8,616.3,683.1,727.7,764.8,761.8,758.1,761.7,746.1,732.8,737.3,746.3,750,757.3,743.7,710.8,688,650.8
2025-05-22,604.1,571.8,551.8,542.1,541.6,552.9,575.9,601.8,630.6,618.6,620.7,638.6,671,675.3,686.2,670.5,702.5,734.9,748.5,754.3,744,714.5,691.2,656.8
2025-05-23,613.3,577.1,556.3,545.9,543.1,554.5,587.3,630.9,673.3,697.6,702.3,703.8,695.5,702.9,706.7,696.6,704.8,711.6,726.7,742.6,733.4,706.9,682.3,653.7
2025-05-24,609.4,573.8,552.3,539.1,538.9,543.6,567.2,586.7,608.3,612,633.1,636.1,608.8,605,598.8,582.8,612.9,641.3,672.4,692.6,702.9,692.5,681.5,654.8
2025-05-25,612.2,576.6,558.2,550.1,554,559.7,560.6,551.6,540,527,495.8,471,463.4,466.3,479.9,505.9,551.4,606.8,645.4,686.1,706.9,695.1,674.8,646
2025-05-26,603.1,572.7,551.6,545.6,547.1,557.8,565.2,568,583.7,590.8,571.9,540,525.8,542.6,553.3,572.6,610.6,654.7,683.9,713.8,725.9,711.5,695.9,665.6
2025-05-27,623.5,591.8,572.9,562,560.5,569.3,568.2,566.2,576.5,581,571.9,556.1,543.5,560.1,575.1,595,628.8,666,693.4,721.9,728.8,710.3,689.3,663.1
2025-05-28,619.7,589.2,567.9,555.8,552.7,559,564,578,598.3,609.8,585.7,572.6,588.9,607.8,601.5,628.4,656.2,689.2,710,730.3,732.4,710.8,689,656.1
2025-05-29,613,583.8,562,548.7,550,561.8,569.3,577.5,588.7,588.9,581.8,571.3,560.2,573.2,586.2,605.5,642.1,682.6,707,731.2,734.9,713.1,695.1,665.2
2025-05-30,622,592.7,573.5,556.2,555.3,565.2,571.4,577.5,588.2,593.5,587.5,568.6,558.8,575.8,587.3,612,649.5,682.7,699.1,723.9,726.5,705.2,686.4,660.5
2025-05-31,616.5,584.8,565.6,554,550.8,554.1,546.1,542.9,549.1,551,562.2,565.7,531.7,550.1,591.6,577.9,611.7,662.3,684.1,704.2,706.2,686.8,670.8,642.5
2025-06-01,603.9,575.7,555.3,544.6,544.1,546.9,536,515.9,505,502,497.8,497.3,489.1,488.7,507.1,533.5,579.7,635,670.9,697.5,701.6,682.3,661.4,625.9
2025-06-02,581.5,549.6,530,519.6,518.9,529,558.8,603.6,650.8,672.2,675.3,661,647.9,672,685.3,698,717.5,724.4,717.6,724.8,714.2,686.7,663.2,630.6
2025-06-03,586.6,556.2,534.1,517.7,516.1,522.7,540.9,525.6,516,508.3,507.3,508.8,493.7,504.1,507.9,523.9,576.3,638.1,666.2,695.6,702.1,677.4,661.4,631.1
2025-06-04,595.5,561.4,546.7,539,537.2,545.9,553.5,562.2,571.9,605.2,614.2,579.5,605.3,626.2,622.9,619.2,649.4,686.2,715.6,733.5,733.3,708.3,685.6,653.7
2025-06-05,609.2,575.9,553,540.6,543,552.9,563.7,572.3,586.6,592.4,585.9,575.7,572.6,582.6,591.3,592.9,666.7,703.2,712.3,735,733,708.5,685.2,650
2025-06-06,609.8,575.8,552.4,542.2,537.1,541,550.2,555.2,550.7,561.9,588.1,587.3,577.8,603.7,606.5,644,663.2,679,705.9,722.9,726.6,702.7,673.7,646.8
2025-06-07,599.6,565.7,540.7,529,526,531.7,545.3,560.9,566.6,620.9,606.7,594.9,683.6,683,679,672.5,679,704,721.3,728.4,725.8,701.3,676.9,644.6
2025-06-08,598.4,564.5,543,529.4,525.5,529,548.6,574.2,607.3,629.4,648.1,651.1,670.4,660.4,638.1,649.4,666.1,686.8,709.3,729.3,728.3,701,674.1,640.8
2025-06-09,596.7,563.1,541,526.9,522.9,532.9,565.9,608.3,642.1,689.5,713,705.6,702.3,711.2,693.1,671.7,697.6,721.7,735.3,754.2,751.5,722.2,694.9,660.2
2025-06-10,611.3,572.9,549.9,533.6,528.3,537.8,567.9,599.5,633.3,668.1,693.2,727.9,722.5,735.5,721.9,721.7,721.2,729.2,742.3,756.5,746.9,715.7,690.1,657.8
2025-06-11,605.4,571.4,549.1,532.1,526.2,539.4,573,601.5,626.5,651.7,658.4,636.8,595,613.9,608.5,627.3,668.8,715.1,735.5,755.9,749.9,718.8,692.9,658.4
2025-06-12,611.1,574,551.5,530.8,527.1,535.8,566.5,619.9,672.8,712.7,720.6,727.1,715.1,728.8,713,718.1,710.1,726.9,728.3,746.6,739.5,708,684.3,655.9
2025-06-13,605.8,570.8,549.3,534.3,528.8,539.4,567.8,618.2,656.1,702.7,729.3,754,755.5,777.4,782.6,783.8,789.7,800.8,803.6,803.2,793.8,756.2,730.3,693.7
2025-06-14,641.3,603.2,575.3,558,553.8,556.4,588.8,626.1,677.8,696,695.6,711.5,724.7,684.4,672.3,680.4,692.4,728.7,752.8,760.8,756.5,729,706.3,673.6
2025-06-15,624,588.7,563.4,545.3,539.4,540.1,557.1,581.1,612,630.9,632,636.1,646.2,675.6,676.4,695.3,737.2,764.1,777.1,783.6,775.6,741.9,713.5,674.6
2025-06-16,620.5,583.9,568.4,550.6,545.6,554.5,593.2,654.8,720.3,765.7,765.7,741.2,684.6,677.4,679.6,714.8,724.7,762,780.9,788.9,776.8,742.7,711.2,676.4
2025-06-17,622.3,586.4,560.2,540.3,538.7,550.3,587.7,634,678.4,715.2,755,762,715.7,733,757.7,757.9,783.3,810.1,812.7,833.3,820,771.5,731.3,688.2
2025-06-18,634.2,594.5,566.1,549.4,544.4,553.8,580.8,609.8,643.3,676.4,691.3,684.6,673.5,687.6,702.1,719.8,751.9,787.1,803.1,814.2,801.5,766.1,731.8,690
2025-06-19,636.8,596.2,570.4,554.1,549.3,557.9,594.6,642.4,710.9,763.4,791.3,797.4,798.4,820.2,851.1,823.6,846.1,861.5,872.7,881.6,869.4,822.6,782.9,729
2025-06-20,669.7,623.6,597.2,577,573.6,584.5,621,682.5,765.4,823.3,852.1,846.9,843.8,876.8,873.4,872,872.8,876.5,869.5,869.2,853.2,813.5,777.4,735.1
2025-06-21,678.4,635.5,607.2,585.4,577.3,583.9,606.5,646.8,705.7,761,786.3,814.6,814,825.7,827.9,830.3,838.5,852,851.1,849.5,837.4,798.3,771.4,726.7
2025-06-22,668.5,627,597.2,574.8,566.5,567.8,587.3,610.8,635.8,649.6,636.4,634.2,655.2,663.7,671.1,686.5,692.7,729,748.2,764,761.7,733.1,704.1,668
2025-06-23,619.3,581.9,558,543.3,540.6,550.1,575.2,610.1,651.9,685,703.9,691.2,696.9,712.3,742.2,758.3,788.4,804.7,805.7,813.5,802.2,767.4,736.5,695.6
2025-06-24,644.6,607.2,582.1,565.7,561.5,567,606.9,667.9,732.6,785,815.3,815.9,794.6,795.4,798.7,799.9,800.1,802.2,812.4,840.7,814.3,771.8,734.7,688.8
2025-06-25,636.8,597,569.7,550.5,545.7,556.3,585.6,628.8,665.3,688.3,703,723.2,701.8,700.2,710.8,726.3,754.9,790.8,807,830.2,820.6,772.3,737.7,696.2
2025-06-26,643.4,603.1,575.9,560,552.8,563.4,592.1,628,669.1,703.5,698.5,698.8,689.4,714.4,729.9,741.8,772.3,803.1,820.5,828.6,818.7,780.8,746.4,706
2025-06-27,652.6,615.2,583,562.5,556.7,568.3,601.9,650.8,705.4,757.3,779.5,793.4,796.7,813.6,824.5,844,872.7,899,906.1,912,896.7,853,811,760.4
2025-06-28,705.2,658.3,623.8,603.7,594.4,600.5,621.5,646.8,683,726.6,748.2,747.4,743.7,755.2,770.1,798.9,834.8,878,896.1,898.1,886.1,847.5,807.8,759.1
2025-06-29,700.3,656.1,624.4,602.5,593.7,599,616.9,631.3,651.9,680.5,704.8,711,723.9,743.3,760,779.7,820.8,879.5,911.1,917.7,911.4,869.9,821.5,761.3
2025-06-30,699,652.4,623.2,603.7,595.7,606,647.9,705,767.6,818.4,845.4,851.1,858.5,887.8,895.6,907.6,939.6,980.5,994.7,989.8,972.9,920,866,802.9
2025-07-01,736.4,688.4,656.2,636.5,627.8,636.9,682.3,749.9,823.4,879.3,906.2,910.8,910.7,926.6,933.2,955.9,983.7,1017.9,1026.4,1029.3,1009.2,953.5,893.1,825.8
2025-07-02,756.4,704.2,667.2,643.9,633.7,641.2,684.6,747,817.2,869.4,891.5,890.5,888.9,911.6,927.7,952.2,985.4,1024.8,1030.5,1032.6,1010.1,951.9,893.4,830.2
2025-07-03,757.9,706.1,671.2,644.9,629.2,640.9,686.3,749.3,814.2,871.1,891.3,893.5,887.7,906.2,924,943.4,977,1013.4,1022,1019.7,999.3,942.5,886.1,821.3
2025-07-04,753.1,700.3,669.7,644.8,633,642.2,684.4,747.6,813.6,867.6,896.3,893.7,893.2,927.3,941.4,972.6,979.2,1010.9,1016.3,1015.3,993.8,945.3,891.3,826.5
2025-07-05,760.5,708.4,673.8,650.1,638.6,645,671.8,700.7,743.7,796.5,831.3,838.6,853.1,865.7,874,898.8,946.5,990.8,1002.7,999.7,982.2,935.4,885.4,824.8
2025-07-06,757.4,706,671.8,649,641.8,645.7,669.8,692.7,725.9,774.1,809.6,827.2,857,869.1,878,900.1,934.5,990.8,1014,1017.3,1000.8,952.4,892,820.6
2025-07-07,750.1,699.5,664.9,641.9,632.8,643.6,685.9,752.3,832.1,897.9,939,948.7,963.6,984.3,991.6,1002.1,1027.3,1061.3,1073.3,1072.9,1047.1,987.1,916.1,836.5
2025-07-08,760.7,709.9,675.9,654.4,641.7,650.1,694.4,763.6,845.5,922.8,964,987.2,988.9,998.1,1016.1,1030.1,1047.1,1058.7,1049.2,1043.2,1016.2,959.6,902.3,837
2025-07-09,767.7,713.4,678.8,656.8,645.2,655.2,697.9,769.4,848.9,901.5,938.6,953.6,944.6,968.6,967.5,947.4,978.6,1000,997.3,999.2,980.6,927.5,874.3,812.1
2025-07-10,744.5,695.6,663.3,640.3,632.3,641.6,688.3,759.5,833.1,892.5,917,908.5,927.1,941.5,948.7,940.1,960.3,976.5,970,969.6,949.6,898.1,850.8,793.4
2025-07-11,728.5,683.4,650,628.9,623.6,635.1,676.5,746.3,826.4,880.1,898.8,906.4,906.5,917,906.3,876,878.3,897.9,894.2,898,885.6,845,803.9,758.6
2025-07-12,700.5,658,628.1,607.6,598.4,603.5,629.7,662.4,713.8,765.5,807.4,825.3,826.4,827.7,814.5,807.9,815.4,830.6,836.4,842.2,836.1,805.9,774.3,729.5
2025-07-13,678.8,638.6,611.2,593.4,584.9,589.3,614.2,641.9,682.8,729.9,754.6,754.5,751.6,755.8,755,764.4,788.1,795.2,809,819,809.9,772.6,737.7,691.5
2025-07-14,641.1,606,581.5,565.4,562.5,576.8,607.5,660.3,715.9,770.2,799.7,802.7,803.3,832.7,835.6,855,876.2,881.8,882.3,885.2,868,827.1,781.5,732.3
2025-07-15,675.6,634.2,608.5,590.5,584.6,597.3,632.3,684.1,750.6,815.7,808.9,799.7,797.6,822,831.5,840.8,872.4,903.7,904.1,903.2,889.2,846.3,801.1,746.5
2025-07-16,689.3,642.6,615.9,602.3,594.2,604.5,643.6,702.2,781.6,842,881.4,877.8,857.7,873.7,883.3,884.9,891.1,902.4,912.7,931.7,919.8,880.7,841.2,787.9
2025-07-17,723,681.4,650.6,634.5,627.6,638.5,682.1,763.9,849.7,902.2,935.1,935.1,949.7,960.3,960.5,961.9,982.1,998,997.7,1006.7,981.3,931,877.4,812.6
2025-07-18,746.1,695,662.5,643.5,629.6,632.4,665.3,726,818.2,852,878.5,944.5,958.8,988.5,973.5,950.6,964.2,966.3,941.6,949.9,931.8,883.1,838.9,789.7
2025-07-19,727.7,681.9,651.1,630.2,621.9,630.9,651.1,692.3,749.5,811,849.9,864.1,867.5,879,871.3,869.9,915.5,933.6,948.8,958.3,943.1,901.3,854.3,799.6
2025-07-20,733.3,682.7,652.3,629.5,620.4,628.3,654.3,681.1,724.1,763.1,786,797,821.9,814.1,828,867.9,891.7,938.5,959.6,966.6,955.9,913.6,860.4,798.5
2025-07-21,735.1,686.2,655.9,634.4,628.4,639.2,680.9,749.5,834.6,895.5,935.7,925.2,909.3,925.7,941.2,959.4,990.3,1027.8,1041.9,1041.4,1019.8,961.8,900.6,830.3
2025-07-22,756.6,705.2,671.5,649.3,640.9,651.3,697,756.6,834.3,893.5,920.7,924.3,920.2,945.1,956.7,962.6,993.6,1033.8,1048.1,1046,1020.1,956.4,893.4,825.7
2025-07-23,754,699.9,666.7,645,635.8,644.3,682.8,744,822,880.6,921.2,937.6,933.1,948.8,962.1,975,998.3,1032.8,1052.6,1053.7,1022.5,960.3,897.1,827.7
2025-07-24,755.6,703.8,666.3,634.6,629,642.2,684.6,745.3,822.3,884.2,919.3,928.2,938.2,963.8,975.8,987.8,1021.1,1065,1077.1,1070.5,1041.6,980.3,911.4,841.5
